age,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,highpower,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,lowpower,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,pate_01,pate_02,pate_03,pate_04,pate_05,stress_01,stress_02,stress_03,stress_04
19,7.0,2.0,7.0,6.0,6.0,7.0,7.0,1.0,7.0,5.0,25,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,11,0,0.0,-2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0
18,6.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,2.0,7,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0
18,6.0,4.0,5.0,2.0,7.0,6.0,6.0,4.0,6.0,3.0,7,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,28,0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0
19,2.0,5.0,6.0,2.0,6.0,7.0,7.0,3.0,6.0,3.0,25,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0
19,6.0,4.0,7.0,5.0,6.0,5.0,6.0,2.0,3.0,2.0,7,3.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,28,0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0
18,2.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0,0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0
19,4.0,6.0,3.0,6.0,5.0,5.0,4.0,4.0,2.0,2.0,0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9,2,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,2.0,5.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
18,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,27,6,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0
18,5.0,3.0,5.0,6.0,3.0,5.0,5.0,2.0,3.0,3.0,0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,11,0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0
18,7.0,3.0,7.0,2.0,7.0,1.0,6.0,1.0,7.0,1.0,0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,11,0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
19,5.0,2.0,5.0,5.0,6.0,3.0,6.0,3.0,5.0,2.0,7,3.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,27,0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0
18,3.0,6.0,5.0,7.0,5.0,5.0,6.0,4.0,3.0,2.0,17,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,11,0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0
19,5.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,7,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0,0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0
18,6.0,3.0,7.0,4.0,7.0,5.0,3.0,5.0,7.0,5.0,0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,11,0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0
18,6.0,7.0,6.0,2.0,7.0,5.0,5.0,2.0,6.0,1.0,25,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,0,0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0
18,5.0,3.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,3.0,26,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,28,0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0
19,3.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,17,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,11,0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0
19,1.0,6.0,6.0,5.0,6.0,7.0,6.0,3.0,7.0,1.0,14,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,0,6,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0
18,7.0,5.0,7.0,5.0,6.0,7.0,7.0,4.0,5.0,2.0,25,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,11,4,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0
19,6.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,23,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0,2,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
18,7.0,3.0,6.0,3.0,6.0,1.0,6.0,1.0,4.0,5.0,7,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0,0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,3.0,1.0,26,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,1.0
19,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,26,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,27,2,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
19,6.0,3.0,7.0,3.0,6.0,5.0,5.0,1.0,6.0,4.0,26,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,0,6,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0
18,5.0,2.0,7.0,2.0,6.0,3.0,2.0,2.0,6.0,6.0,26,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,19,0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0
18,5.0,1.0,7.0,7.0,6.0,3.0,6.0,5.0,2.0,1.0,0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19,0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0
18,2.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,1.0,2,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0,2,0.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0
18,6.0,6.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,26,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0,0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0
19,5.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,26,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,28,4,1.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0
18,6.0,6.0,6.0,6.0,5.0,2.0,7.0,2.0,3.0,3.0,0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,24,4,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0
19,5.0,5.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,4.0,26,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,11,0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0
18,2.0,5.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,2.0,20,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,28,0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0
18,2.0,6.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0,1.0,26,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,28,0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
18,6.0,5.0,6.0,5.0,5.0,2.0,6.0,3.0,5.0,4.0,26,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,19,6,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0
19,2.0,5.0,7.0,5.0,6.0,6.0,3.0,1.0,5.0,6.0,20,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,24,2,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0
19,5.0,5.0,6.0,2.0,6.0,2.0,6.0,3.0,5.0,2.0,10,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0,0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0
18,6.0,2.0,5.0,2.0,6.0,4.0,6.0,3.0,6.0,1.0,26,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,27,0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0
18,2.0,4.0,6.0,6.0,5.0,7.0,6.0,2.0,3.0,4.0,23,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,0,6,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0
18,6.0,6.0,6.0,3.0,7.0,5.0,7.0,3.0,6.0,4.0,20,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,11,0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0
18,7.0,6.0,7.0,1.0,6.0,1.0,5.0,2.0,5.0,2.0,25,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,11,0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0
19,6.0,3.0,5.0,3.0,6.0,3.0,6.0,5.0,5.0,2.0,26,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,27,0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0
18,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,6.0,5.0,26,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,19,2,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0
18,5.0,6.0,6.0,6.0,6.0,7.0,6.0,3.0,4.0,3.0,0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,27,0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0
18,6.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,27,0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0
18,3.0,2.0,5.0,5.0,6.0,5.0,6.0,2.0,6.0,5.0,0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,19,0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0
19,3.0,5.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,3.0,0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,11,0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0
18,2.0,5.0,6.0,7.0,6.0,5.0,5.0,2.0,4.0,1.0,0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,27,0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0
18,5.0,5.0,7.0,2.0,5.0,2.0,5.0,1.0,6.0,2.0,0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,11,29,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0
18,6.0,2.0,5.0,3.0,5.0,2.0,7.0,1.0,4.0,2.0,26,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,27,0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0
19,3.0,6.0,6.0,7.0,6.0,6.0,7.0,4.0,5.0,5.0,20,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,24,0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,2.0,5.0
19,5.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,2.0,5.0,17,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0,0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0
18,6.0,3.0,5.0,2.0,6.0,3.0,7.0,5.0,4.0,4.0,10,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,28,0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0
